match_id,batting_team,bowling_team,city,current_score,balls_left,wickets_left,crr,last_five,runs_x
985,South Africa,Australia,Centurion,54,68,7,6.230769230769231,34.0,128
717,Bangladesh,South Africa,Cape Town,95,60,5,9.5,33.0,144
871,Australia,India,Melbourne,93,38,5,6.804878048780488,35.0,131
624,Pakistan,Australia,Lahore,188,8,5,10.071428571428571,63.0,207
941,Australia,England,Southampton,157,36,8,11.214285714285714,61.0,248
734,India,Australia,Melbourne,63,29,3,4.153846153846154,18.0,74
726,India,England,Durban,55,79,10,8.048780487804878,40.0,218
820,Pakistan,South Africa,St Lucia,24,77,7,3.3488372093023258,17.0,148
848,Australia,England,Melbourne,64,76,8,8.727272727272727,44.0,147
765,South Africa,New Zealand,London,97,22,5,5.938775510204081,34.0,128
720,South Africa,England,Cape Town,103,25,4,6.505263157894737,27.0,154
29,New Zealand,Australia,Auckland,153,46,9,12.405405405405405,76.0,243
819,Australia,Sri Lanka,Barbados,32,87,6,5.818181818181818,30.0,168
770,Sri Lanka,Pakistan,London,139,8,5,7.446428571428571,29.0,150
822,India,Sri Lanka,St Lucia,57,82,9,9.0,47.0,163
949,England,New Zealand,Auckland,165,32,7,11.25,62.0,214
1124,Pakistan,Bangladesh,Kolkata,163,20,7,9.78,58.0,201
907,West Indies,New Zealand,Pallekele,97,46,6,7.864864864864865,32.0,139
791,Sri Lanka,India,Colombo,60,83,9,9.72972972972973,57.0,171
534,New Zealand,South Africa,Ahmedabad,71,78,6,10.142857142857142,62.0,175
962,India,Pakistan,Ahmedabad,122,29,7,8.043956043956044,46.0,192
1061,New Zealand,South Africa,Durban,108,40,7,8.1,38.0,151
374,Bangladesh,Sri Lanka,Abu Dhabi,107,17,5,6.233009708737864,39.0,139
730,New Zealand,Pakistan,Cape Town,77,49,8,6.507042253521127,31.0,143
21,West Indies,India,Lauderhill,103,33,4,7.103448275862069,28.0,143
62,Pakistan,West Indies,Lauderhill,71,63,10,7.473684210526316,41.0,189
1033,Sri Lanka,West Indies,Mirpur,101,31,6,6.808988764044944,37.0,160
10,New Zealand,Bangladesh,Mount Maunganui,48,85,7,8.228571428571428,40.0,195
1057,England,South Africa,Johannesburg,167,5,1,8.71304347826087,36.0,171
555,New Zealand,England,Colombo,122,37,7,8.819277108433734,45.0,159
930,South Africa,India,Johannesburg,101,51,9,8.782608695652174,42.0,219
62,Pakistan,West Indies,Lauderhill,115,36,10,8.214285714285714,44.0,189
539,Australia,Sri Lanka,Kandy,177,5,3,9.234782608695653,40.0,181
1101,Sri Lanka,West Indies,Pallekele,200,5,7,10.434782608695652,71.0,215
1044,Pakistan,Australia,Dubai,51,52,4,4.5,18.0,96
775,England,India,London,39,85,9,6.685714285714286,37.0,153
701,Australia,England,Sydney,105,66,8,11.666666666666666,71.0,221
1020,West Indies,Bangladesh,Mirpur,109,39,8,8.074074074074074,53.0,171
385,India,Sri Lanka,Dubai,174,13,5,9.757009345794392,40.0,202
711,West Indies,Bangladesh,Johannesburg,38,78,9,5.428571428571429,24.0,164
953,Pakistan,Australia,Dubai,37,84,9,6.166666666666667,24.0,151
816,New Zealand,Pakistan,Barbados,98,34,6,6.837209302325581,39.0,133
1050,England,New Zealand,Manchester,107,43,6,8.337662337662337,31.0,191
556,Pakistan,Sri Lanka,Kandy,173,28,10,11.282608695652174,69.0,212
1001,Sri Lanka,England,London,100,41,6,7.594936708860759,31.0,183
161,Bangladesh,Pakistan,Lahore,115,49,8,9.71830985915493,57.0,196
1054,South Africa,Australia,Melbourne,50,63,7,5.2631578947368425,26.0,101
894,West Indies,Australia,Colombo,88,66,8,9.777777777777779,63.0,191
622,Pakistan,Australia,Lahore,110,47,7,9.04109589041096,36.0,168
706,West Indies,England,London,40,91,10,8.275862068965518,40.0,169
1090,England,Pakistan,Dubai,155,7,2,8.230088495575222,44.0,172
27,England,Australia,Melbourne,67,60,7,6.7,31.0,137
11,New Zealand,Bangladesh,Mount Maunganui,124,31,7,8.359550561797754,70.0,194
727,Sri Lanka,Australia,Cape Town,30,75,5,4.0,19.0,101
693,England,Australia,Southampton,126,27,5,8.129032258064516,27.0,179
798,New Zealand,Sri Lanka,Colombo,54,78,10,7.714285714285714,41.0,170
718,New Zealand,India,Johannesburg,190,0,0,9.5,78.0,190
773,New Zealand,Pakistan,London,84,30,4,5.6,26.0,99
961,India,Pakistan,Bangalore,103,37,8,7.445783132530121,37.0,133
280,New Zealand,West Indies,Auckland,95,43,8,7.402597402597403,37.0,207
771,India,West Indies,London,50,66,7,5.555555555555555,22.0,153
988,Sri Lanka,Pakistan,Dubai,44,79,8,6.439024390243903,33.0,145
798,New Zealand,Sri Lanka,Colombo,98,50,9,8.4,45.0,170
412,South Africa,Pakistan,Lahore,19,89,8,3.6774193548387095,19.0,139
1062,New Zealand,South Africa,Centurion,142,23,6,8.783505154639176,40.0,177
876,South Africa,New Zealand,Auckland,79,60,7,7.9,35.0,165
910,India,South Africa,Colombo,66,63,7,6.947368421052632,36.0,152
711,West Indies,Bangladesh,Johannesburg,157,3,3,8.051282051282051,59.0,164
734,India,Australia,Melbourne,21,92,6,4.5,21.0,74
859,New Zealand,Pakistan,Hamilton,172,13,6,9.644859813084112,77.0,185
1017,West Indies,India,Mirpur,128,0,3,6.347107438016529,45.0,129
818,West Indies,India,Barbados,133,21,8,8.06060606060606,54.0,169
714,England,Australia,Cape Town,98,39,5,7.2592592592592595,48.0,135
977,Australia,England,Sydney,163,11,4,8.972477064220184,45.0,195
812,Pakistan,England,Barbados,45,83,9,7.297297297297297,29.0,147
1056,England,South Africa,Cape Town,53,74,7,6.913043478260869,18.0,134
877,India,England,Kolkata,58,68,7,6.6923076923076925,42.0,120
702,New Zealand,Sri Lanka,Wellington,137,22,5,8.387755102040817,30.0,162
863,Pakistan,South Africa,Abu Dhabi,53,72,7,6.625,25.0,119
911,Sri Lanka,Pakistan,Colombo,121,7,6,6.424778761061947,27.0,139
901,South Africa,Pakistan,Colombo,68,43,6,5.298701298701299,33.0,133
285,New Zealand,South Africa,Hamilton,88,57,8,8.380952380952381,46.0,175
702,New Zealand,Sri Lanka,Wellington,111,46,7,9.0,30.0,162
386,Pakistan,India,Dubai,143,9,1,7.72972972972973,28.0,146
905,South Africa,Australia,Colombo,34,82,7,5.368421052631579,31.0,146
1057,England,South Africa,Johannesburg,89,49,7,7.52112676056338,31.0,171
852,New Zealand,Sri Lanka,Lauderhill,97,17,4,5.650485436893204,28.0,120
1087,India,Australia,Melbourne,152,18,8,8.941176470588236,48.0,184
721,Pakistan,Sri Lanka,Johannesburg,87,50,7,7.457142857142857,50.0,189
719,Bangladesh,Australia,Cape Town,63,61,9,6.406779661016949,37.0,123
859,New Zealand,Pakistan,Hamilton,90,54,9,8.181818181818182,38.0,185
1039,Bangladesh,Sri Lanka,Chittagong,92,20,3,5.52,26.0,120
887,England,Pakistan,Abu Dhabi,63,57,7,6.0,26.0,129
380,Sri Lanka,Bangladesh,Dubai,162,2,3,8.23728813559322,53.0,168
781,Sri Lanka,West Indies,London,72,61,10,7.322033898305085,40.0,158
1082,South Africa,Australia,Cape Town,168,5,7,8.765217391304347,48.0,178
960,West Indies,Bangladesh,Mirpur,120,35,7,8.470588235294118,44.0,197
894,West Indies,Australia,Colombo,90,63,8,9.473684210526315,57.0,191
949,England,New Zealand,Auckland,91,68,7,10.5,62.0,214
719,Bangladesh,Australia,Cape Town,86,36,7,6.142857142857143,28.0,123
935,India,Sri Lanka,Pallekele,79,54,9,7.181818181818182,29.0,155
1102,West Indies,Sri Lanka,Colombo,75,67,8,8.49056603773585,58.0,162
1122,New Zealand,India,Nagpur,32,87,8,5.818181818181818,26.0,126
1057,England,South Africa,Johannesburg,158,18,5,9.294117647058824,65.0,171
286,South Africa,New Zealand,Auckland,109,30,2,7.266666666666667,47.0,136
864,West Indies,Pakistan,St Lucia,99,50,9,8.485714285714286,43.0,150
525,West Indies,England,Mumbai,179,8,5,9.589285714285714,53.0,196
1043,South Africa,West Indies,Johannesburg,104,65,8,11.345454545454546,68.0,231
1020,West Indies,Bangladesh,Mirpur,34,91,10,7.0344827586206895,29.0,171
961,India,Pakistan,Bangalore,77,57,10,7.333333333333333,41.0,133
761,England,Pakistan,London,115,46,8,9.324324324324325,36.0,185
539,Australia,Sri Lanka,Kandy,129,46,7,10.45945945945946,39.0,181
901,South Africa,Pakistan,Colombo,36,70,7,4.32,21.0,133
551,Pakistan,England,Kandy,40,90,8,8.0,40.0,164
822,India,Sri Lanka,St Lucia,59,80,9,8.85,48.0,163
919,West Indies,Australia,St Lucia,147,4,4,7.603448275862069,54.0,150
731,India,Australia,Durban,30,89,10,5.806451612903226,30.0,188
1060,South Africa,Bangladesh,Mirpur,70,73,10,8.936170212765957,41.0,169
912,West Indies,Australia,Colombo,26,92,9,5.571428571428571,26.0,205
804,Pakistan,Bangladesh,St Lucia,80,60,10,8.0,38.0,172
869,Sri Lanka,Australia,Pallekele,66,73,8,8.425531914893616,43.0,157
782,Sri Lanka,Pakistan,London,67,50,5,5.742857142857143,29.0,138
867,Australia,South Africa,Johannesburg,106,21,5,6.424242424242424,34.0,147
1088,Australia,India,Sydney,187,6,6,9.842105263157896,60.0,197
793,South Africa,England,Centurion,226,7,5,12.0,51.0,241
907,West Indies,New Zealand,Pallekele,45,89,8,8.709677419354838,44.0,139
770,Sri Lanka,Pakistan,London,150,0,3,7.5,30.0,150
909,Pakistan,Australia,Colombo,91,40,8,6.825,47.0,149
725,New Zealand,South Africa,Durban,70,66,8,7.777777777777778,34.0,153
160,Pakistan,Bangladesh,Lahore,156,34,7,10.883720930232558,51.0,201
161,Bangladesh,Pakistan,Lahore,147,34,8,10.255813953488373,48.0,196
952,Australia,Pakistan,Dubai,28,91,8,5.793103448275862,28.0,89
60,Pakistan,West Indies,Lauderhill,80,61,9,8.135593220338983,49.0,178
881,West Indies,England,London,57,44,7,4.5,26.0,113
1034,South Africa,India,Mirpur,58,67,8,6.566037735849057,20.0,172
859,New Zealand,Pakistan,Hamilton,97,41,7,7.367088607594937,34.0,185
1056,England,South Africa,Cape Town,119,12,3,6.611111111111111,37.0,134
1122,New Zealand,India,Nagpur,102,13,4,5.719626168224299,27.0,126
1050,England,New Zealand,Manchester,174,7,3,9.238938053097344,60.0,191
719,Bangladesh,Australia,Cape Town,64,57,9,6.095238095238095,29.0,123
820,Pakistan,South Africa,St Lucia,139,9,4,7.513513513513513,45.0,148
962,India,Pakistan,Ahmedabad,138,21,7,8.363636363636363,51.0,192
275,New Zealand,Australia,Mount Maunganui,134,23,5,8.288659793814434,44.0,156
740,England,New Zealand,Christchurch,193,0,2,9.570247933884298,64.0,193
701,Australia,England,Sydney,101,69,8,11.882352941176471,73.0,221
909,Pakistan,Australia,Colombo,40,75,8,5.333333333333333,32.0,149
558,West Indies,India,Kolkata,119,32,6,8.113636363636363,39.0,195
232,India,New Zealand,Nagpur,149,48,7,12.416666666666666,65.0,238
788,New Zealand,West Indies,Auckland,95,46,7,7.702702702702703,39.0,155
903,New Zealand,England,Pallekele,134,8,5,7.178571428571429,55.0,148
1098,Pakistan,New Zealand,Auckland,92,46,7,7.45945945945946,36.0,171
1065,Sri Lanka,Pakistan,Colombo,46,86,8,8.117647058823529,41.0,172
761,England,Pakistan,London,70,80,8,10.5,60.0,185
828,New Zealand,Australia,Wellington,97,30,6,6.466666666666667,48.0,118
902,India,Australia,Colombo,56,80,9,8.4,45.0,140
22,West Indies,Pakistan,Dubai,22,88,5,4.125,19.0,115
707,West Indies,South Africa,Johannesburg,112,57,10,10.666666666666666,54.0,205
285,New Zealand,South Africa,Hamilton,95,50,7,8.142857142857142,40.0,175
898,Bangladesh,Pakistan,Pallekele,140,20,6,8.4,34.0,175
1026,South Africa,England,Chittagong,178,6,6,9.368421052631579,58.0,196
1134,New Zealand,Bangladesh,Kolkata,139,2,3,7.067796610169491,40.0,145
807,Australia,Pakistan,St Lucia,174,14,6,9.849056603773585,58.0,191
1060,South Africa,Bangladesh,Mirpur,120,36,7,8.571428571428571,34.0,169
1061,New Zealand,South Africa,Durban,102,45,8,8.16,35.0,151
907,West Indies,New Zealand,Pallekele,135,11,2,7.431192660550459,33.0,139
1171,Sri Lanka,Australia,Colombo,58,70,7,6.96,33.0,128
11,New Zealand,Bangladesh,Mount Maunganui,128,27,7,8.258064516129032,67.0,194
24,West Indies,Pakistan,Abu Dhabi,80,21,5,4.848484848484849,23.0,103
920,West Indies,Australia,Barbados,144,26,4,9.191489361702128,29.0,160
23,Pakistan,West Indies,Dubai,105,33,7,7.241379310344827,37.0,160
789,New Zealand,West Indies,Hamilton,120,56,10,11.25,64.0,191
1020,West Indies,Bangladesh,Mirpur,44,77,10,6.1395348837209305,30.0,171
844,Pakistan,England,Dubai,87,33,5,6.0,41.0,129
884,Sri Lanka,Pakistan,Abu Dhabi,47,94,9,10.846153846153847,46.0,141
822,India,Sri Lanka,St Lucia,136,21,8,8.242424242424242,39.0,163
860,Pakistan,New Zealand,Christchurch,81,71,10,9.918367346938776,49.0,183
62,Pakistan,West Indies,Lauderhill,93,49,10,7.859154929577465,41.0,189
548,England,Sri Lanka,Kandy,135,6,1,7.105263157894737,29.0,146
725,New Zealand,South Africa,Durban,131,21,5,7.9393939393939394,42.0,153
892,New Zealand,Bangladesh,Pallekele,191,0,7,9.55,68.0,191
412,South Africa,Pakistan,Lahore,37,78,8,5.285714285714286,33.0,139
739,England,New Zealand,Auckland,67,78,7,9.571428571428571,51.0,184
887,England,Pakistan,Abu Dhabi,70,50,7,6.0,25.0,129
384,Pakistan,Bangladesh,Dubai,49,55,5,4.523076923076923,22.0,135
945,New Zealand,South Africa,Durban,70,28,2,4.565217391304348,16.0,86
13,South Africa,England,Southampton,33,91,7,6.827586206896552,33.0,142
863,Pakistan,South Africa,Abu Dhabi,38,89,8,7.354838709677419,26.0,119
1060,South Africa,Bangladesh,Mirpur,95,59,10,9.344262295081966,54.0,169
62,Pakistan,West Indies,Lauderhill,143,17,9,8.330097087378642,37.0,189
932,West Indies,New Zealand,Lauderhill,131,22,6,8.020408163265307,45.0,177
818,West Indies,India,Barbados,47,70,10,5.64,28.0,169
1167,Sri Lanka,Pakistan,Mirpur,117,25,9,7.389473684210526,40.0,150
1037,Pakistan,South Africa,Cape Town,125,32,8,8.522727272727273,65.0,176
862,India,England,Manchester,162,13,4,9.08411214953271,52.0,165
1102,West Indies,Sri Lanka,Colombo,134,24,6,8.375,44.0,162
693,England,Australia,Southampton,100,55,7,9.23076923076923,51.0,179
885,Pakistan,England,Dubai,107,26,5,6.829787234042553,34.0,144
769,England,South Africa,Nottingham,25,88,7,4.6875,23.0,111
845,England,Pakistan,Dubai,144,3,5,7.384615384615385,40.0,148
739,England,New Zealand,Auckland,117,38,5,8.560975609756097,37.0,184
961,India,Pakistan,Bangalore,102,38,8,7.463414634146342,38.0,133
1018,South Africa,New Zealand,Chittagong,60,62,7,6.206896551724138,32.0,170
860,Pakistan,New Zealand,Christchurch,124,26,6,7.914893617021277,32.0,183
695,South Africa,New Zealand,Johannesburg,93,51,8,8.08695652173913,34.0,133
980,England,West Indies,Barbados,59,88,10,11.0625,59.0,165
794,Australia,Pakistan,Dubai,105,7,1,5.575221238938053,12.0,108
909,Pakistan,Australia,Colombo,127,13,6,7.121495327102804,38.0,149
10,New Zealand,Bangladesh,Mount Maunganui,49,84,7,8.166666666666666,40.0,195
767,Sri Lanka,West Indies,Nottingham,124,45,9,9.92,47.0,192
1065,Sri Lanka,Pakistan,Colombo,172,1,4,8.672268907563025,59.0,172
979,England,West Indies,Barbados,142,8,5,7.607142857142857,40.0,152
1014,Sri Lanka,South Africa,Chittagong,119,29,6,7.846153846153846,35.0,165
174,Sri Lanka,Bangladesh,Colombo,52,70,6,6.24,21.0,132
954,Australia,Pakistan,Dubai,76,71,10,9.306122448979592,52.0,168
1027,Pakistan,Bangladesh,Mirpur,152,17,7,8.854368932038835,53.0,190
715,India,Pakistan,Durban,122,20,4,7.32,41.0,141
707,West Indies,South Africa,Johannesburg,193,7,5,10.247787610619469,40.0,205
561,India,New Zealand,Ahmedabad,86,87,10,15.636363636363637,76.0,255
892,New Zealand,Bangladesh,Pallekele,122,32,8,8.318181818181818,52.0,191
723,Australia,Pakistan,Johannesburg,75,76,8,10.227272727272727,52.0,164
699,West Indies,New Zealand,Auckland,82,27,5,5.290322580645161,26.0,126
484,Sri Lanka,England,Kandy,83,67,7,9.39622641509434,47.0,133
814,Australia,India,Barbados,181,5,6,9.443478260869565,37.0,184
867,Australia,South Africa,Johannesburg,67,54,6,6.090909090909091,38.0,147
913,West Indies,Sri Lanka,Colombo,17,80,8,2.55,16.0,137
1026,South Africa,England,Chittagong,131,22,7,8.020408163265307,38.0,196
1167,Sri Lanka,Pakistan,Mirpur,26,90,10,5.2,26.0,150
78,West Indies,South Africa,Centurion,153,24,6,9.5625,24.0,221
1055,South Africa,Australia,Sydney,112,35,8,7.905882352941177,33.0,145
22,West Indies,Pakistan,Dubai,25,83,5,4.054054054054054,20.0,115
1082,South Africa,Australia,Cape Town,60,87,9,10.909090909090908,55.0,178
161,Bangladesh,Pakistan,Lahore,132,41,8,10.025316455696203,50.0,196
954,Australia,Pakistan,Dubai,151,19,6,8.970297029702971,39.0,168
1044,Pakistan,Australia,Dubai,30,89,7,5.806451612903226,29.0,96
702,New Zealand,Sri Lanka,Wellington,121,43,7,9.428571428571429,39.0,162
1099,Pakistan,New Zealand,Hamilton,51,68,8,5.884615384615385,22.0,168
1087,India,Australia,Melbourne,156,16,8,9.0,51.0,184
1087,India,Australia,Melbourne,143,24,8,8.9375,46.0,184
788,New Zealand,West Indies,Auckland,142,10,5,7.745454545454545,41.0,155
858,Pakistan,New Zealand,Auckland,62,76,7,8.454545454545455,36.0,143
285,New Zealand,South Africa,Hamilton,69,64,8,7.392857142857143,36.0,175
721,Pakistan,Sri Lanka,Johannesburg,33,88,8,6.1875,28.0,189
277,England,New Zealand,Christchurch,74,79,8,10.829268292682928,50.0,236
935,India,Sri Lanka,Pallekele,81,50,8,6.942857142857143,28.0,155
28,New Zealand,England,Wellington,62,70,9,7.44,34.0,196
885,Pakistan,England,Dubai,96,33,5,6.620689655172414,25.0,144
931,West Indies,New Zealand,Lauderhill,44,83,9,7.135135135135135,32.0,209
918,Pakistan,Bangladesh,Mirpur,105,31,5,7.078651685393258,38.0,135
1039,Bangladesh,Sri Lanka,Chittagong,114,7,2,6.053097345132743,40.0,120
555,New Zealand,England,Colombo,123,35,6,8.68235294117647,44.0,159
727,Sri Lanka,Australia,Cape Town,30,77,6,4.186046511627907,20.0,101
1050,England,New Zealand,Manchester,60,84,9,10.0,57.0,191
1101,Sri Lanka,West Indies,Pallekele,71,75,10,9.466666666666667,43.0,215
1101,Sri Lanka,West Indies,Pallekele,65,82,10,10.263157894736842,47.0,215
707,West Indies,South Africa,Johannesburg,45,91,10,9.310344827586206,45.0,205
556,Pakistan,Sri Lanka,Kandy,175,27,10,11.290322580645162,71.0,212
279,West Indies,New Zealand,Auckland,131,20,6,7.86,40.0,164
1034,South Africa,India,Mirpur,77,52,8,6.794117647058823,30.0,172
796,Pakistan,Sri Lanka,Colombo,76,60,7,7.6,28.0,172
976,England,Australia,Melbourne,69,61,5,7.016949152542373,31.0,130
778,Sri Lanka,New Zealand,Nottingham,87,52,8,7.676470588235294,34.0,158
727,Sri Lanka,Australia,Cape Town,61,47,3,5.013698630136986,31.0,101
1035,India,Sri Lanka,Mirpur,43,75,9,5.733333333333333,34.0,130
894,West Indies,Australia,Colombo,80,71,8,9.795918367346939,68.0,191
1094,Sri Lanka,England,Southampton,122,25,3,7.705263157894737,40.0,140
836,Sri Lanka,India,Nagpur,79,64,9,8.464285714285714,53.0,215
1081,South Africa,Australia,Johannesburg,113,42,7,8.692307692307692,35.0,204
822,India,Sri Lanka,St Lucia,120,35,8,8.470588235294118,38.0,163
702,New Zealand,Sri Lanka,Wellington,131,32,6,8.931818181818182,30.0,162
288,South Africa,New Zealand,Christchurch,55,72,9,6.875,39.0,187
1042,South Africa,West Indies,Cape Town,64,67,8,7.245283018867925,38.0,165
1113,South Africa,Sri Lanka,Cape Town,123,26,7,7.851063829787234,37.0,169
950,New Zealand,England,Hamilton,75,70,9,9.0,47.0,192
1134,New Zealand,Bangladesh,Kolkata,73,45,8,5.84,26.0,145
1018,South Africa,New Zealand,Chittagong,42,81,8,6.461538461538462,36.0,170
561,India,New Zealand,Ahmedabad,127,60,9,12.7,55.0,255
1127,Pakistan,India,Kolkata,82,36,7,5.857142857142857,40.0,118
1063,Pakistan,Bangladesh,Mirpur,55,59,9,5.409836065573771,26.0,141
952,Australia,Pakistan,Dubai,76,22,4,4.653061224489796,21.0,89
804,Pakistan,Bangladesh,St Lucia,167,3,7,8.564102564102564,35.0,172
1024,Bangladesh,India,Mirpur,90,31,5,6.067415730337078,35.0,138
1133,South Africa,West Indies,Nagpur,117,7,3,6.212389380530974,32.0,122
548,England,Sri Lanka,Kandy,32,90,9,6.4,32.0,146
172,Bangladesh,Sri Lanka,Kandy,54,84,9,9.0,44.0,154
1034,South Africa,India,Mirpur,170,1,6,8.571428571428571,45.0,172
726,India,England,Durban,37,87,10,6.7272727272727275,29.0,218
935,India,Sri Lanka,Pallekele,82,49,8,6.929577464788732,28.0,155
386,Pakistan,India,Dubai,56,78,10,8.0,45.0,146
888,West Indies,Bangladesh,Mirpur,110,20,6,6.6,33.0,132
62,Pakistan,West Indies,Lauderhill,142,18,9,8.352941176470589,40.0,189
380,Sri Lanka,Bangladesh,Dubai,90,44,7,7.105263157894737,30.0,168
94,India,Australia,Melbourne,74,54,5,6.7272727272727275,33.0,125
901,South Africa,Pakistan,Colombo,87,28,6,5.673913043478261,39.0,133
824,Sri Lanka,England,St Lucia,106,13,5,5.94392523364486,31.0,128
12,South Africa,New Zealand,Auckland,56,85,9,9.6,51.0,185
824,Sri Lanka,England,St Lucia,102,16,5,5.884615384615385,27.0,128
559,South Africa,New Zealand,Kolkata,91,42,5,7.0,34.0,169
284,New Zealand,South Africa,Mount Maunganui,80,48,4,6.666666666666667,37.0,91
812,Pakistan,England,Barbados,43,83,9,6.972972972972973,27.0,147
160,Pakistan,Bangladesh,Lahore,90,68,9,10.384615384615385,47.0,201
23,Pakistan,West Indies,Dubai,106,32,7,7.2272727272727275,37.0,160
1049,New Zealand,Pakistan,Dubai,30,87,7,5.454545454545454,28.0,135
1042,South Africa,West Indies,Cape Town,100,42,7,7.6923076923076925,48.0,165
284,New Zealand,South Africa,Mount Maunganui,82,44,3,6.473684210526316,34.0,91
863,Pakistan,South Africa,Abu Dhabi,80,54,6,7.2727272727272725,37.0,119
279,West Indies,New Zealand,Auckland,98,40,6,7.35,48.0,164
806,India,South Africa,St Lucia,32,86,8,5.647058823529412,27.0,186
782,Sri Lanka,Pakistan,London,103,16,4,5.9423076923076925,34.0,138
703,Sri Lanka,New Zealand,Auckland,41,83,7,6.648648648648648,27.0,115
823,West Indies,Australia,St Lucia,56,70,7,6.72,28.0,105
552,New Zealand,Sri Lanka,Colombo,87,40,4,6.525,21.0,168
1099,Pakistan,New Zealand,Hamilton,64,58,8,6.193548387096774,33.0,168
950,New Zealand,England,Hamilton,84,62,9,8.689655172413794,42.0,192
880,West Indies,England,London,125,3,1,6.410256410256411,23.0,125
1113,South Africa,Sri Lanka,Cape Town,42,87,9,7.636363636363637,40.0,169
525,West Indies,England,Mumbai,97,48,6,8.083333333333334,39.0,196
835,Pakistan,New Zealand,Dubai,51,81,9,7.846153846153846,43.0,153
781,Sri Lanka,West Indies,London,106,25,7,6.6947368421052635,32.0,158
18,India,England,Nagpur,103,38,7,7.536585365853658,46.0,144
791,Sri Lanka,India,Colombo,130,25,7,8.210526315789474,44.0,171
854,Pakistan,South Africa,Abu Dhabi,72,37,5,5.204819277108434,24.0,120
1124,Pakistan,Bangladesh,Kolkata,198,2,5,10.067796610169491,60.0,201
1024,Bangladesh,India,Mirpur,55,61,7,5.593220338983051,33.0,138
814,Australia,India,Barbados,145,30,8,9.666666666666666,50.0,184
894,West Indies,Australia,Colombo,155,19,6,9.207920792079207,56.0,191
821,New Zealand,England,St Lucia,59,68,9,6.8076923076923075,34.0,149
871,Australia,India,Melbourne,54,72,7,6.75,34.0,131
1063,Pakistan,Bangladesh,Mirpur,57,58,9,5.516129032258065,28.0,141
1065,Sri Lanka,Pakistan,Colombo,105,37,5,7.590361445783133,43.0,172
1014,Sri Lanka,South Africa,Chittagong,142,17,5,8.271844660194175,46.0,165
751,Australia,South Africa,Melbourne,147,29,6,9.692307692307692,45.0,182
956,Sri Lanka,Australia,Melbourne,99,33,7,6.827586206896552,43.0,161
863,Pakistan,South Africa,Abu Dhabi,63,65,7,6.872727272727273,28.0,119
789,New Zealand,West Indies,Hamilton,92,67,10,10.415094339622641,56.0,191
796,Pakistan,Sri Lanka,Colombo,150,13,5,8.411214953271028,41.0,172
375,Pakistan,India,Dubai,45,75,8,6.0,32.0,127
896,India,England,Colombo,119,24,7,7.4375,36.0,170
781,Sri Lanka,West Indies,London,73,56,9,6.84375,31.0,158
731,India,Australia,Durban,168,9,6,9.08108108108108,67.0,188
726,India,England,Durban,155,19,7,9.207920792079207,45.0,218
558,West Indies,India,Kolkata,164,17,6,9.553398058252426,53.0,195
880,West Indies,England,London,56,75,9,7.466666666666667,36.0,125
411,South Africa,Pakistan,Lahore,85,33,2,5.862068965517241,19.0,110
1026,South Africa,England,Chittagong,86,59,10,8.459016393442623,39.0,196
816,New Zealand,Pakistan,Barbados,61,59,6,6.0,21.0,133
1102,West Indies,Sri Lanka,Colombo,72,71,8,8.816326530612244,57.0,162
11,New Zealand,Bangladesh,Mount Maunganui,41,81,7,6.3076923076923075,30.0,194
724,Sri Lanka,Bangladesh,Johannesburg,97,29,5,6.395604395604396,35.0,147
61,Pakistan,West Indies,Lauderhill,57,60,6,5.7,34.0,133
1129,Bangladesh,Australia,Bangalore,50,69,8,5.882352941176471,31.0,156
845,England,Pakistan,Dubai,48,70,9,5.76,36.0,148
747,Australia,England,Manchester,73,47,7,6.0,24.0,145
816,New Zealand,Pakistan,Barbados,102,27,5,6.580645161290323,38.0,133
932,West Indies,New Zealand,Lauderhill,124,24,6,7.75,39.0,177
707,West Indies,South Africa,Johannesburg,113,55,10,10.430769230769231,52.0,205
815,Sri Lanka,West Indies,Barbados,44,85,9,7.542857142857143,42.0,195
174,Sri Lanka,Bangladesh,Colombo,90,40,4,6.75,38.0,132
1017,West Indies,India,Mirpur,38,76,10,5.181818181818182,33.0,129
559,South Africa,New Zealand,Kolkata,67,66,7,7.444444444444445,37.0,169
776,England,West Indies,London,68,71,8,8.326530612244898,45.0,161
172,Bangladesh,Sri Lanka,Kandy,99,33,6,6.827586206896552,27.0,154
806,India,South Africa,St Lucia,155,13,7,8.69158878504673,59.0,186
888,West Indies,Bangladesh,Mirpur,98,28,7,6.391304347826087,30.0,132
738,West Indies,South Africa,Johannesburg,72,37,5,5.204819277108434,30.0,131
279,West Indies,New Zealand,Auckland,156,1,4,7.8655462184873945,33.0,164
21,West Indies,India,Lauderhill,57,76,8,7.7727272727272725,35.0,143
1128,Sri Lanka,West Indies,Bangalore,53,61,5,5.389830508474576,21.0,122
1094,Sri Lanka,England,Southampton,58,79,8,8.487804878048781,47.0,140
862,India,England,Manchester,55,78,9,7.857142857142857,41.0,165
699,West Indies,New Zealand,Auckland,42,69,7,4.9411764705882355,28.0,126
949,England,New Zealand,Auckland,41,89,9,7.935483870967742,37.0,214
716,New Zealand,Sri Lanka,Johannesburg,154,6,4,8.105263157894736,41.0,164
800,West Indies,Australia,Sydney,78,46,4,6.324324324324325,34.0,138
720,South Africa,England,Cape Town,151,3,3,7.743589743589744,58.0,154
